"","form_id","X2_Team_Member_1","X3_Team_Member_2","X4_Team_Member_3","X5_Team_Member_4","X9_Date_of_survey","PointBranch","X65_Point_Count_List_","X7_Cell_ID","X8_Transect_ID","Segment_ID","New_segment","Time","X14_Species_Name","X15_Individual_Count","X16_Radial_Distance_m","Lat_segment","Long_segment","accuracy_21_Location"
"1","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"19010eee-885f-45d6-9168-42a58dcd3ada","All Birds recorded","BK1","A",1,1,"10:48:00","Variable Wheatear (Oenanthe picata)",1,"100-200",28.07407,73.47961,NA
"2","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"72ec397b-1a16-40da-99fe-e61e052f5336","All Birds recorded","BK1","A",1,1,"10:47:35","Black Drongo (Dicrurus macrocercus)",1,"100-200",28.07407,73.47961,NA
"3","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"f728d14c-5c55-4ffb-a6ee-896ff790323a","All Birds recorded","BK1","A",1,1,"08:52:00","Variable Wheatear (Oenanthe picata)",1,"20-50",28.07407,73.47961,NA
"4","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"27110046-ba80-4cf8-88cf-cf14fcc3bf42","All Birds recorded","BK1","A",2,2,"10:54:47","Variable Wheatear (Oenanthe picata)",1,"100-200",28.08774,73.4816,NA
"5","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"34be6e3c-9804-49b1-abfe-f6354a1cb5b9","All Birds recorded","BK1","A",2,2,"10:52:04","Rock Pigeon (Columba livia)",2,"50-100",28.08774,73.4816,NA
"6","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"7d80e657-ddc8-4039-b67f-bdb0cbefa53e","All Birds recorded","BK1","A",2,2,"10:50:49","House Crow (Corvus splendens)",2,"100-200",28.08774,73.4816,NA
"7","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"ed26d62d-9d37-4571-a09a-e72482f12e06","All Birds recorded","BK1","A",2,2,"10:50:24","Variable Wheatear (Oenanthe picata)",1,"100-200",28.08774,73.4816,NA
"8","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"e98ee351-c0ce-4da9-a0f9-0383730b1da8","All Birds recorded","BK1","A",2,2,"10:49:35","Red vented Bulbul (Pycnonotus cafer)",2,"20-50",28.08774,73.4816,NA
"9","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"3bb373dc-0b6c-4caa-83c3-7af351408e57","All Birds recorded","BK1","A",2,2,"09:13:00","Eurasian Collared Dove (Streptopelia decaocto)",2,"20-50",28.08774,73.4816,NA
"10","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"279ea460-ccc1-41c5-8109-f9275e2d83ae","All Birds recorded","BK1","A",3,3,"11:01:39","Eurasian Collared Dove (Streptopelia decaocto)",1,"100-200",28.10238,73.50564,NA
"11","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"7e08d7d4-5e63-4c9a-bdf1-d770b6e5cc8f","All Birds recorded","BK1","A",3,3,"11:00:56","Common Woodshrike (Tephrodornis pondicerianus)",2,"20-50",28.10238,73.50564,NA
"12","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"e10e9579-e516-4aac-9f2d-bc24138cec8b","All Birds recorded","BK1","A",3,3,"11:00:29","Common Hoopoe (Upupa epops)",1,"20-50",28.10238,73.50564,NA
"13","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"a1e48ff1-83e9-4f04-af06-ffae0c1587a4","All Birds recorded","BK1","A",3,3,"11:00:06","Variable Wheatear (Oenanthe picata)",1,"20-50",28.10238,73.50564,NA
"14","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"c2c88f3b-647a-449b-a941-2bc4208b6a7f","All Birds recorded","BK1","A",3,3,"10:59:06","Desert Wheatear (Oenanthe deserti)",1,"50-100",28.10238,73.50564,NA
"15","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"33f48ee2-91d8-4852-a158-cb390c8045a7","All Birds recorded","BK1","A",3,3,"10:58:17","Eurasian Collared Dove (Streptopelia decaocto)",2,"100-200",28.10238,73.50564,NA
"16","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"da65e95d-a216-4353-a0b7-5cbe0b50057d","All Birds recorded","BK1","A",3,3,"09:45:00","Variable Wheatear (Oenanthe picata)",2,"50-100",28.10238,73.50564,NA
"17","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"b7c02fca-2f56-4d35-8324-dcffba3ba5ea","All Birds recorded","BK1","A",4,4,"11:09:06","Greater Short toed Lark (Calandrella brachydactyla)",20,"0-20",28.11389,73.50564,NA
"18","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"1832ef22-8429-4576-95d3-b7ae453472be","All Birds recorded","BK1","A",4,4,"11:08:37","White eared Bulbul (Pycnonotus leucotis)",1,"50-100",28.11389,73.50564,NA
"19","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"ee74b265-012d-4bed-a35e-dd98ecb50a89","All Birds recorded","BK1","A",4,4,"11:08:00","Common Babbler (Argya caudata)",1,"100-200",28.11389,73.50564,NA
"20","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"c33e51d4-0696-4f0c-a43a-03383b004086","All Birds recorded","BK1","A",4,4,"11:04:43","Eurasian Collared Dove (Streptopelia decaocto)",1,"50-100",28.11389,73.50564,NA
"21","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"0e3e3a32-6861-4217-bd55-7c923d779ab7","All Birds recorded","BK1","A",4,4,"11:04:02","Great Grey Shrike (Lanius excubitor)",1,"50-100",28.11389,73.50564,NA
"22","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"66f0363d-090d-4584-bbc6-653fa0af7da1","All Birds recorded","BK1","A",4,4,"11:03:37","Great Grey Shrike (Lanius excubitor)",1,"50-100",28.11389,73.50564,NA
"23","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"c682eb53-48af-4ace-9d02-61629cc885b9","All Birds recorded","BK1","A",4,4,"10:17:00","Great Grey Shrike (Lanius excubitor)",1,"20-50",28.11389,73.50564,NA
"24","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"dab62538-745f-41ee-af9f-3ebb87bc7633","All Birds recorded","BK1","A",5,5,"11:13:29","Variable Wheatear (Oenanthe picata)",1,"50-100",28.1214,73.49891,NA
"25","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"01a5e560-643d-4d3a-8c5a-1cc00ffd0fe8","All Birds recorded","BK1","A",5,5,"11:13:06","Eurasian Collared Dove (Streptopelia decaocto)",1,"100-200",28.1214,73.49891,NA
"26","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"cc4eab27-191e-4ffc-a551-cdef35045868","All Birds recorded","BK1","A",5,5,"11:12:00","Great Grey Shrike (Lanius excubitor)",1,"50-100",28.1214,73.49891,NA
"27","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"3f270b5c-4f5d-4699-af07-4ce47c5e9dc3","All Birds recorded","BK1","A",5,5,"11:11:25","Rock Pigeon (Columba livia)",2,"50-100",28.1214,73.49891,NA
"28","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"f572ce51-bf5d-4c2d-948d-bfc9f3a2c548","All Birds recorded","BK1","A",5,5,"10:47:00","Great Grey Shrike (Lanius excubitor)",1,"20-50",28.1214,73.49891,NA
"29","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"fbcb407d-ee1e-43d2-9e91-b39cb7345918","All Birds recorded","BK1","A",6,6,"11:18:06","Black Drongo (Dicrurus macrocercus)",1,"more than 200",28.13028,73.5011,NA
"30","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"883bc70d-fc19-44a2-93b7-dc27ab0f6e7e","All Birds recorded","BK1","A",6,6,"11:17:38","Common Hoopoe (Upupa epops)",1,"100-200",28.13028,73.5011,NA
"31","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"26c1fe39-e2e0-4b5d-9267-33e3eb7b21f3","All Birds recorded","BK1","A",6,6,"11:16:42","Black Drongo (Dicrurus macrocercus)",1,"50-100",28.13028,73.5011,NA
"32","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"6d597bc4-9c3e-4bfe-8dcf-0a697d420550","All Birds recorded","BK1","A",6,6,"11:16:18","Black Drongo (Dicrurus macrocercus)",1,"100-200",28.13028,73.5011,NA
"33","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"b5ae5ca7-5043-4a8d-96f7-8adaa65663f8","All Birds recorded","BK1","A",6,6,"11:15:45","Greater Short toed Lark (Calandrella brachydactyla)",6,"50-100",28.13028,73.5011,NA
"34","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"3dfacf0b-a133-4711-821a-cae22cb1c303","All Birds recorded","BK1","A",6,6,"11:15:00","Variable Wheatear (Oenanthe picata)",1,"50-100",28.13028,73.5011,NA
"35","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"5f0804e5-c08c-48b2-b2db-0bf1de915313","All Birds recorded","BK1","A",6,6,"11:15:00","Shikra (Accipiter badius)",1,"50-100",28.13028,73.5011,NA
"36","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"9a051256-4ed3-4148-b71d-93a4a5685dcc","All Birds recorded","BK1","A",7,7,"11:21:02","Variable Wheatear (Oenanthe picata)",1,"100-200",28.14081,73.50327,NA
"37","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"818ff2b0-ddfc-46eb-b6d5-db20a9a76a96","All Birds recorded","BK1","A",7,7,"11:20:33","Variable Wheatear (Oenanthe picata)",1,"20-50",28.14081,73.50327,NA
"38","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"8c6e2d7c-7061-4070-a864-e2b5d8af75cc","All Birds recorded","BK1","A",7,7,"11:39:00","Great Grey Shrike (Lanius excubitor)",1,"20-50",28.14081,73.50327,NA
"39","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"f9ee40a9-c89a-47a8-90a1-01b2a2338659","All Birds recorded","BK1","A",8,8,"11:25:34","Brown Rock Chat (Oenanthe fusca)",1,"0-20",28.15898,73.50051,NA
"40","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"bede7d70-0a5b-423f-afa6-173887fa1970","All Birds recorded","BK1","A",8,8,"11:25:03","Green Beeeater (Merops orientalis)",1,"100-200",28.15898,73.50051,NA
"41","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"24c3cda5-8cd8-4a3d-b64e-ab9f2823d781","All Birds recorded","BK1","A",8,8,"11:24:35","Rock Pigeon (Columba livia)",2,"20-50",28.15898,73.50051,NA
"42","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"91d577b2-550d-45e4-947a-73b4a56be5bc","All Birds recorded","BK1","A",8,8,"11:24:10","Common Babbler (Argya caudata)",1,"50-100",28.15898,73.50051,NA
"43","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"5d756df1-94f4-4894-b50f-a0aeb789d14c","All Birds recorded","BK1","A",8,8,"11:23:26","Variable Wheatear (Oenanthe picata)",1,"20-50",28.15898,73.50051,NA
"44","8e2bd2cd-78fd-49a4-bd8d-c93c0829ce85","Sutirtha","Vikas","Ayan","Gulab",2021-02-16,"66e7c346-00dd-4a05-8839-216d3749a476","All Birds recorded","BK1","A",8,8,"12:00:00","Green Beeeater (Merops orientalis)",1,"50-100",28.15898,73.50051,NA
"45","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"f1b80fb3-d472-41e9-97e3-76366c45cf31","All Birds recorded","BK101","A",1,1,"07:41:18","White eared Bulbul (Pycnonotus leucotis)",1,"50-100",28.235349,72.673362,4
"46","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"ae4755a8-e0c3-42b0-80f4-a92d2ea3e5a1","All Birds recorded","BK101","A",1,1,"07:41:03","House Sparrow (Passer domesticus)",4,"50-100",28.235349,72.673362,4
"47","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"37a2a5be-d1ff-4858-b176-6977936a1d0f","All Birds recorded","BK101","A",1,1,"07:40:47","Eurasian Collared Dove (Streptopelia decaocto)",1,"50-100",28.235349,72.673362,4
"48","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"37afd9fa-a6d6-4729-8c67-be005ab78c37","All Birds recorded","BK101","A",1,1,"07:38:17","Common Babbler (Argya caudata)",2,"50-100",28.235349,72.673362,4
"49","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"c132674d-4ee8-41a6-a4a8-1541ad487ca5","All Birds recorded","BK101","A",1,1,"07:37:30","Great Grey Shrike (Lanius excubitor)",1,"50-100",28.235349,72.673362,4
"50","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"82a24dd1-b43e-4799-8970-79c60d41af2e","All Birds recorded","BK101","A",1,1,"07:37:14","Red vented Bulbul (Pycnonotus cafer)",1,"20-50",28.235349,72.673362,4
"51","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"cc12da03-225e-4a46-bc65-1b0c1b793c98","All Birds recorded","BK101","A",2,2,"07:57:07","Rock Pigeon (Columba livia)",2,"100-200",28.23742,72.654019,4
"52","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"0a41adb6-e292-4384-ba66-a7187ea0dc1f","All Birds recorded","BK101","A",2,2,"07:56:52","Eurasian Collared Dove (Streptopelia decaocto)",1,"100-200",28.23742,72.654019,4
"53","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"9fbb4b0f-ebc2-4dc6-bcc0-fa666c7ff900","All Birds recorded","BK101","A",2,2,"07:56:33","Common Babbler (Argya caudata)",1,"50-100",28.23742,72.654019,4
"54","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"5d10c588-c5a1-4d12-b731-b343ade4b322","All Birds recorded","BK101","A",2,2,"07:55:15","Eurasian Collared Dove (Streptopelia decaocto)",8,"50-100",28.23742,72.654019,4
"55","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"192fd0c2-474a-47c7-a792-9dc133330ab0","All Birds recorded","BK101","A",3,3,"08:15:16","Grey Francolin (Francolinus pondicerianus)",1,"100-200",28.240627,72.636196,4
"56","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"4c018bf2-5fd4-4668-99ed-fbfd71aceeed","All Birds recorded","BK101","A",3,3,"08:15:05","Variable Wheatear (Oenanthe picata)",1,"100-200",28.240627,72.636196,4
"57","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"275dfef2-6ec3-4bb4-ad39-7e2857043e96","All Birds recorded","BK101","A",3,3,"08:14:49","Eurasian Collared Dove (Streptopelia decaocto)",2,"50-100",28.240627,72.636196,4
"58","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"47b48cf0-4c22-4dd1-a82d-9d9d7214d1ba","All Birds recorded","BK101","A",3,3,"08:14:00","Great Grey Shrike (Lanius excubitor)",1,"20-50",28.240627,72.636196,4
"59","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"ccd3a925-df61-4124-bca4-6765fe38dac7","All Birds recorded","BK101","A",3,3,"08:13:04","Great Grey Shrike (Lanius excubitor)",1,"50-100",28.240627,72.636196,4
"60","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"f6945d4c-7674-4ff7-90d4-ef8aec9cde81","All Birds recorded","BK101","A",3,3,"08:12:51","Eurasian Collared Dove (Streptopelia decaocto)",3,"50-100",28.240627,72.636196,4
"61","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"a41c4501-3d06-4595-9920-079e350ffe99","All Birds recorded","BK101","A",4,4,"08:30:02","Eurasian Collared Dove (Streptopelia decaocto)",2,"100-200",28.244531,72.620598,4
"62","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"8ed3d39d-f13c-4713-8626-799df6efc643","All Birds recorded","BK101","A",4,4,"08:29:26","Purple Sunbird (Cinnyris asiaticus)",1,"50-100",28.244531,72.620598,4
"63","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"b43996e3-34cc-49b5-b09c-008b53c3b95c","All Birds recorded","BK101","A",4,4,"08:28:59","Common Babbler (Argya caudata)",2,"50-100",28.244531,72.620598,4
"64","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"261acbfc-73bf-4aee-811c-3bd605af2c85","All Birds recorded","BK101","A",4,4,"08:28:45","Grey Francolin (Francolinus pondicerianus)",2,"100-200",28.244531,72.620598,4
"65","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"9c2f7f2f-b68f-4715-8806-9518c8fef3a5","All Birds recorded","BK101","A",5,5,"08:47:54","Great Grey Shrike (Lanius excubitor)",2,"100-200",28.260049,72.614365,4
"66","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"56b280a1-1689-4a78-ac2b-5c80e0e81394","All Birds recorded","BK101","A",6,6,"09:12:28","Common Babbler (Argya caudata)",1,"50-100",28.271959,72.619938,4
"67","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"265c7620-721d-4d58-b0df-0498cc9fe901","All Birds recorded","BK101","A",6,6,"09:12:05","Variable Wheatear (Oenanthe picata)",1,"100-200",28.271959,72.619938,4
"68","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"348bb166-0f87-4c02-95b1-02f9d36b6d04","All Birds recorded","BK101","A",6,6,"09:11:00","Rose ringed Parakeet (Psittacula krameri)",13,"100-200",28.271959,72.619938,4
"69","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"6ca54f34-5fa5-4eb1-9fe0-c393214d2715","All Birds recorded","BK101","A",6,6,"09:10:16","Rock Pigeon (Columba livia)",2,"50-100",28.271959,72.619938,4
"70","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"7260817c-1011-41e2-be1d-e2467cedf010","All Birds recorded","BK101","A",6,6,"09:09:50","Grey Francolin (Francolinus pondicerianus)",2,"100-200",28.271959,72.619938,4
"71","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"ba32452f-8572-4ea3-bdf9-fe48cc696b6b","All Birds recorded","BK101","A",6,6,"09:09:31","White eared Bulbul (Pycnonotus leucotis)",1,"50-100",28.271959,72.619938,4
"72","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"07c3a057-e599-4124-9d43-710842382adf","All Birds recorded","BK101","A",6,6,"09:09:14","Eurasian Collared Dove (Streptopelia decaocto)",13,"50-100",28.271959,72.619938,4
"73","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"a4ce96f4-ae0a-4345-b1b3-d79fe3932439","All Birds recorded","BK101","A",6,6,"09:07:13","House Crow (Corvus splendens)",1,"100-200",28.271959,72.619938,4
"74","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"a4b09235-9e87-471f-b805-a55b42940522","All Birds recorded","BK101","A",6,6,"09:06:56","Purple Sunbird (Cinnyris asiaticus)",1,"20-50",28.271959,72.619938,4
"75","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"81bfa7dc-e4ba-4177-ba23-0163e90cb486","All Birds recorded","BK101","A",6,6,"09:06:20","Rock Pigeon (Columba livia)",2,"20-50",28.271959,72.619938,4
"76","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"3a783ef3-3ace-4585-9fc6-e934dced0708","All Birds recorded","BK101","A",6,6,"09:05:51","Common Myna (Acridotheres tristis)",1,"100-200",28.271959,72.619938,4
"77","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"b0b76e60-1842-4f31-a28f-ae8e59f95a59","All Birds recorded","BK101","A",6,6,"09:05:38","Eurasian Collared Dove (Streptopelia decaocto)",3,"50-100",28.271959,72.619938,4
"78","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"461b3ba8-70e5-4a1a-8c8d-e7b2c76310e9","All Birds recorded","BK101","A",6,6,"09:05:13","Rose ringed Parakeet (Psittacula krameri)",1,"50-100",28.271959,72.619938,4
"79","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"025800bd-a23d-40fe-b99b-ac20f6446950","All Birds recorded","BK101","A",7,7,"09:30:50","Red wattled Lapwing (Vanellus indicus)",1,"100-200",28.271899,72.639467,4
"80","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"e36d7315-e579-4656-b755-273067ab6000","All Birds recorded","BK101","A",7,7,"09:28:37","House Sparrow (Passer domesticus)",4,"0-20",28.271899,72.639467,4
"81","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"fbb82051-f375-427f-a89d-b43937affa89","All Birds recorded","BK101","A",7,7,"09:28:03","House Sparrow (Passer domesticus)",2,"50-100",28.271899,72.639467,4
"82","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"bef1cb6e-3608-47e3-9397-59472565810f","All Birds recorded","BK101","A",7,7,"09:27:00","House Sparrow (Passer domesticus)",1,"20-50",28.271899,72.639467,4
"83","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"6df4c761-6824-4afa-a8af-c2188106ad96","All Birds recorded","BK101","A",7,7,"09:26:43","Common Babbler (Argya caudata)",4,"20-50",28.271899,72.639467,4
"84","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"08d22d1f-01a6-42b6-8d88-df5eb03850d4","All Birds recorded","BK101","A",7,7,"09:26:26","Eurasian Collared Dove (Streptopelia decaocto)",2,"20-50",28.271899,72.639467,4
"85","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"aa91492b-8bc6-433f-be52-6ef408f09a32","All Birds recorded","BK101","A",7,7,"09:26:05","Purple Sunbird (Cinnyris asiaticus)",2,"20-50",28.271899,72.639467,4
"86","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"45ae6238-0316-411b-8b34-eea261f50d15","All Birds recorded","BK101","A",7,7,"09:25:53","White eared Bulbul (Pycnonotus leucotis)",1,"20-50",28.271899,72.639467,4
"87","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"166fdf6b-a09a-4d16-87bd-581f3c72eff9","All Birds recorded","BK101","A",8,8,"09:44:05","Green Beeeater (Merops orientalis)",2,"20-50",28.283112,72.637504,4
"88","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"acd61c7b-70df-4c3e-9cb7-6daf0b78bb4a","All Birds recorded","BK101","A",8,8,"09:43:43","Indian Peafowl (Pavo cristatus)",4,"50-100",28.283112,72.637504,4
"89","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"b2164a2d-25d4-41f0-b70a-0b96258de46e","All Birds recorded","BK101","A",8,8,"09:42:42","Whitebrowed Fantail (Rhipidura aureola)",1,"0-20",28.283112,72.637504,4
"90","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"2503ac9e-830f-4302-9d6f-fd7855e09d4b","All Birds recorded","BK101","A",8,8,"09:42:27","Jungle Babbler (Turdoides striata)",5,"50-100",28.283112,72.637504,4
"91","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"2d52a901-d364-4dc3-8ff3-008d29aa24a4","All Birds recorded","BK101","A",8,8,"09:42:14","Common Babbler (Argya caudata)",3,"0-20",28.283112,72.637504,4
"92","68f9255f-00b2-4464-b813-f5d62d17f3a1","Mohib","Karan","Aaradin","",2021-02-22,"1734031b-eaa1-4552-8928-7e654da82906","All Birds recorded","BK101","A",8,8,"09:41:37","Eurasian Collared Dove (Streptopelia decaocto)",3,"20-50",28.283112,72.637504,4
